date,EX5.MELT_TEMP,EX4.MELT_TEMP,EX3.MELT_TEMP,EX2.MELT_TEMP,EX1.Z1_PV,EX1.Z2_PV,EX1.Z3_PV,EX1.Z4_PV,EX1.A1_PV,EX1.A2_PV,EX1.H1_PV,EX1.H2_PV,EX1.H3_PV,EX1.H4_PV,EX1.H2O_PV,EX1.MELT_P_PV,EX1.MD_PV,EX1.MD_TQ,passorfail
2020 10 30 18:20:04,296,222,252,267,205,219,229,239,240,240,240,240,240,42,46,7,71.1977,72,0
2020 10 30 18:20:09,296,222,252,267,205,219,229,240,240,240,240,240,240,42,46,6.9563,71.2096,72,0
2020 10 30 18:20:14,296,222,252,267,205,219,229,239,240,240,240,240,240,42,46,6.9563,71.1977,72,0
2020 10 30 18:20:19,296,222,252,267,205,219,229,239,240,240,240,240,240,42,46,6.9563,71.2096,72,0
2020 10 30 18:20:24,296,222,251,267,205,219,229,240,240,240,240,240,240,42,46,6.9563,71.2096,72,0
2020 10 30 18:20:29,296,222,251,267,205,219,229,240,240,240,240,240,240,42,46,6.9563,71.2096,72,0
2020 10 30 18:20:34,296,222,251,267,205,219,230,240,240,240,240,240,240,42,46,6.9563,71.2096,72,0
2020 10 30 18:20:39,296,222,251,267,206,219,230,240,240,240,240,240,240,42,46,7,71.1858,72,0
2020 10 30 18:20:44,296,222,252,267,206,219,230,240,239,240,240,240,239,42,46,7,71.2096,72,0
2020 10 30 18:20:49,296,222,251,266,206,219,230,240,239,240,240,240,239,42,46,7,71.1858,72,0
2020 10 30 18:20:54,296,222,251,266,206,219,229,240,239,240,240,240,239,42,46,7,71.1858,72,0
2020 10 30 18:20:59,296,222,251,266,206,219,230,240,239,240,240,240,239,42,46,7,71.2215,72,0
2020 10 30 18:21:04,296,222,251,266,206,219,229,240,239,240,240,240,239,42,46,7,71.1977,72,0
2020 10 30 18:21:09,296,222,251,266,206,219,230,240,239,240,240,240,239,42,46,7,71.1858,72,0
2020 10 30 18:21:14,296,222,251,266,206,219,229,240,239,240,239,240,239,42,46,7,71.1977,72,0
2020 10 30 18:21:19,296,222,251,266,207,219,230,240,239,240,240,240,239,42,46,7,71.2215,72,0
2020 10 30 18:21:24,296,222,251,266,207,219,230,240,239,240,239,240,239,42,46,7,71.1739,72,0
2020 10 30 18:21:29,296,222,251,266,207,219,230,240,239,240,239,240,239,42,46,7,71.2096,72,0
2020 10 30 18:21:34,296,222,251,266,207,219,230,240,239,240,239,240,239,42,46,7,71.1977,72,0
2020 10 30 18:21:39,296,222,251,266,207,219,230,240,239,240,239,240,239,42,46,7,71.1977,72,0
2020 10 30 18:21:44,296,222,251,266,207,219,230,240,239,240,239,240,239,42,46,6.9563,71.1977,72,0
2020 10 30 18:21:49,296,222,251,266,207,219,230,240,239,240,239,240,239,42,46,6.9563,71.2096,72,0
2020 10 30 18:21:54,296,222,251,266,208,219,230,240,239,240,239,240,239,42,46,6.9563,71.2096,72,0
2020 10 30 18:21:59,296,222,251,266,208,219,230,240,239,240,239,240,239,42,46,6.9563,71.2096,72,0
2020 10 30 18:22:04,296,222,251,266,208,219,230,240,239,240,239,240,239,42,46,6.9563,71.1858,72,0
2020 10 30 18:22:09,296,222,251,266,208,219,230,240,239,240,239,240,239,42,46,6.9125,71.1977,72,0
2020 10 30 18:22:14,296,222,251,267,208,219,230,240,239,240,239,239,240,42,46,6.9125,71.2096,72,0
2020 10 30 18:22:19,296,222,251,267,208,219,230,240,239,240,239,239,239,42,46,6.9125,71.2096,72,0
2020 10 30 18:22:24,296,222,251,267,208,219,230,240,239,240,239,239,239,42,46,6.9125,71.1739,72,0
2020 10 30 18:22:29,296,221,251,267,209,219,230,240,239,240,239,240,239,42,46,6.9125,71.1858,72,0
2020 10 30 18:22:34,296,222,251,267,209,219,230,240,239,240,239,240,240,42,46,6.9125,71.2334,72,0
2020 10 30 18:22:39,296,222,251,267,209,219,230,240,239,240,239,240,240,42,46,6.9563,71.1858,72,0
2020 10 30 18:22:44,296,222,251,267,209,219,230,240,239,240,239,240,240,42,46,6.9125,71.2215,72,0
2020 10 30 18:22:49,296,222,251,267,209,219,230,240,239,240,239,240,240,42,46,6.9563,71.2096,72,0
2020 10 30 18:22:54,296,221,251,267,209,219,230,240,239,240,239,239,239,42,46,6.9563,71.2096,72,0
2020 10 30 18:22:59,296,221,251,267,210,219,230,240,239,240,239,240,240,42,46,6.9563,71.2215,72,0
2020 10 30 18:23:04,296,221,251,267,210,219,230,240,239,240,239,239,240,42,46,6.9563,71.1977,72,0
2020 10 30 18:23:09,296,222,251,267,210,219,230,240,239,240,239,239,240,42,46,6.9125,71.2096,72,0
2020 10 30 18:23:14,296,222,251,267,210,219,230,240,239,240,239,239,240,42,46,6.9125,71.1977,72,0
2020 10 30 18:23:19,296,222,251,267,210,219,230,240,239,240,239,239,240,42,46,6.9125,71.2215,72,0
2020 10 30 18:23:24,296,222,251,267,210,219,230,240,239,240,239,240,240,42,46,6.9125,71.1739,72,0
2020 10 30 18:23:29,296,222,251,267,210,219,230,240,239,240,239,239,240,42,46,6.8688,71.2215,72,0
2020 10 30 18:23:34,296,222,251,267,210,219,230,240,239,240,239,239,240,42,46,6.8688,71.1858,72,0
2020 10 30 18:23:39,296,222,251,267,210,219,230,240,239,240,239,239,240,42,46,6.8688,71.2096,72,0
2020 10 30 18:23:44,296,222,251,267,210,220,230,240,239,240,239,239,240,42,46,6.8688,71.1977,72,0
2020 10 30 18:23:49,296,222,251,267,210,219,230,240,239,240,239,239,240,42,46,6.8688,71.2334,72,0
2020 10 30 18:23:54,296,222,251,267,210,219,230,240,239,240,239,239,240,42,46,6.825,71.1858,72,0
2020 10 30 18:23:59,296,222,251,267,210,219,230,240,239,240,239,239,240,42,46,6.825,71.2215,72,0
2020 10 30 18:24:04,296,222,251,267,210,219,230,240,239,240,239,240,240,42,46,6.825,71.1977,72,0
2020 10 30 18:24:09,296,222,251,267,210,219,230,240,239,240,239,240,240,42,46,6.825,71.2096,72,0
2020 10 30 18:24:14,296,222,251,267,210,220,230,240,239,240,239,240,240,42,46,6.825,71.2096,72,0
2020 10 30 18:24:19,296,222,251,267,210,219,230,240,239,240,239,240,240,42,46,6.825,71.1858,72,0
2020 10 30 18:24:24,296,222,251,267,210,220,230,240,239,240,239,239,240,42,46,6.825,71.1858,72,0
2020 10 30 18:24:29,296,222,251,267,210,220,230,240,239,240,239,239,240,42,46,6.825,71.2096,72,0
2020 10 30 18:24:34,296,222,251,267,210,219,230,240,239,240,239,240,240,42,46,6.7813,71.2096,72,0
2020 10 30 18:24:39,296,222,251,267,210,220,230,240,239,240,240,240,240,42,46,6.7813,71.1858,72,0
2020 10 30 18:24:44,296,222,251,267,210,220,230,240,239,240,239,240,240,42,46,6.7813,71.2215,72,0
2020 10 30 18:24:49,296,221,251,267,210,220,230,240,239,240,240,240,240,42,46,6.7813,71.2096,72,0
2020 10 30 18:24:54,296,222,251,267,210,220,230,240,239,239,240,240,240,42,46,6.7813,71.1977,72,0
2020 10 30 18:24:59,296,222,251,267,210,220,230,240,239,239,240,240,240,42,46,6.7375,71.1858,72,0
2020 10 30 18:25:04,296,222,251,267,210,220,230,240,239,239,240,240,240,42,46,6.7375,71.2215,72,0
2020 10 30 18:25:09,296,222,251,267,210,220,230,240,239,239,240,240,240,42,46,6.6938,71.1977,72,0
2020 10 30 18:25:14,296,221,251,267,210,220,230,240,239,239,240,240,240,42,46,6.6938,71.2096,72,0
2020 10 30 18:25:19,296,222,251,267,210,220,230,240,239,239,240,240,240,42,46,6.65,71.1977,72,0
2020 10 30 18:25:24,296,221,251,267,210,220,230,240,239,239,240,240,240,42,46,6.65,71.1739,72,0
2020 10 30 18:25:29,296,221,251,267,210,220,230,240,239,239,240,240,240,42,46,6.6063,71.2096,72,0
2020 10 30 18:25:34,296,221,251,267,210,220,230,240,239,239,240,240,240,42,46,6.5625,71.1977,72,0
2020 10 30 18:25:39,296,221,251,267,210,220,230,240,239,239,240,240,240,42,46,6.5625,71.1977,72,0
2020 10 30 18:25:44,296,221,251,267,210,220,230,240,239,239,240,240,240,42,46,6.5188,71.2215,72,0
2020 10 30 18:25:49,296,221,251,267,210,220,230,240,239,239,240,240,240,42,46,6.5188,71.1858,72,0
2020 10 30 18:25:54,296,221,251,267,210,220,230,240,239,240,240,240,240,42,46,6.5188,71.1858,72,0
2020 10 30 18:25:59,296,221,251,267,210,220,230,240,239,240,240,240,240,42,46,6.475,71.1858,72,0
2020 10 30 18:26:04,296,221,251,267,211,220,230,240,239,240,239,240,240,42,46,6.475,71.2096,72,0
2020 10 30 18:26:09,296,221,251,267,211,220,230,240,239,240,240,240,239,42,46,6.4313,71.1977,72,0
2020 10 30 18:26:14,296,221,251,267,211,220,230,240,239,240,239,240,239,42,46,6.4313,71.2096,72,0
2020 10 30 18:26:19,296,221,251,267,211,220,230,240,239,240,239,240,240,42,46,6.4313,71.2096,72,0
2020 10 30 18:26:24,296,221,251,267,211,220,230,240,239,240,239,240,240,42,46,6.4313,71.1858,72,0
2020 10 30 18:26:29,296,221,251,267,211,220,230,240,239,240,239,240,239,42,46,6.3875,71.1739,72,0
2020 10 30 18:26:34,296,221,251,267,212,220,230,240,239,240,240,240,239,42,46,6.3875,71.1977,72,0
2020 10 30 18:26:39,296,221,251,267,212,220,230,240,239,240,239,240,239,42,46,6.3438,71.2215,72,0
2020 10 30 18:26:44,296,221,251,267,213,220,230,240,239,240,239,240,239,42,46,6.3,71.1977,72,0
2020 10 30 18:26:49,296,221,251,267,213,220,230,240,239,239,239,240,239,42,46,6.3,71.1739,72,0
2020 10 30 18:26:54,296,221,251,267,214,220,230,240,239,239,239,240,239,42,46,6.2563,71.2096,72,0
2020 10 30 18:26:59,296,221,251,267,215,220,230,240,239,239,239,239,239,42,46,6.2563,71.1858,72,0
2020 10 30 18:27:04,296,221,251,267,215,220,230,240,239,239,239,239,239,42,46,6.2563,71.2096,72,0
2020 10 30 18:27:09,296,221,251,267,216,220,230,240,239,239,239,239,239,42,46,6.2563,71.2096,72,0
2020 10 30 18:27:14,296,221,251,267,217,220,230,240,239,239,239,239,239,42,46,6.2563,71.2096,72,0
2020 10 30 18:27:19,296,221,251,267,217,220,230,240,239,239,239,239,239,42,46,6.2125,71.1858,72,0
2020 10 30 18:27:24,296,221,251,267,218,220,230,240,239,239,239,239,239,42,46,6.2125,71.1977,72,0
2020 10 30 18:27:29,296,221,251,267,218,220,230,240,239,239,239,239,239,42,46,6.1688,71.2096,72,0
2020 10 30 18:27:34,296,221,251,267,218,220,230,240,239,239,239,239,239,42,46,6.1688,71.1977,72,0
2020 10 30 18:27:39,296,221,251,267,218,220,230,240,239,239,239,239,239,42,46,6.2125,71.2215,72,0
2020 10 30 18:27:44,296,221,251,267,218,220,230,240,239,239,239,239,239,42,46,6.2125,71.1977,72,0
2020 10 30 18:27:49,296,221,251,267,218,220,230,240,239,239,239,239,239,42,46,6.2125,71.1858,72,0
2020 10 30 18:27:54,296,221,251,267,217,220,230,240,239,239,239,239,239,42,46,6.2563,71.1977,72,0
2020 10 30 18:27:59,296,221,251,267,217,219,230,240,239,239,239,239,239,42,46,6.3,71.2215,72,0
2020 10 30 18:28:04,296,221,251,267,216,220,230,240,239,239,239,239,239,42,46,6.3,71.1858,72,0
2020 10 30 18:28:09,296,221,251,267,215,219,230,240,239,239,239,239,239,42,46,6.3,71.1858,72,0
2020 10 30 18:28:14,296,221,251,267,214,219,230,240,239,239,239,239,239,42,46,6.3438,71.1858,72,0
2020 10 30 18:28:19,296,221,251,267,213,220,230,240,239,239,239,239,239,42,46,6.3875,71.2215,72,0
2020 10 30 18:28:24,296,221,251,267,213,219,230,240,239,239,239,239,239,42,46,6.3875,71.1858,72,0
2020 10 30 18:28:29,296,221,251,267,212,219,230,240,239,239,239,239,239,42,46,6.3875,71.2096,72,0
2020 10 30 18:28:34,296,221,251,267,211,220,230,240,239,239,239,239,239,42,46,6.4313,71.1739,72,0
2020 10 30 18:28:39,296,221,251,267,211,219,230,240,239,239,239,239,239,42,46,6.475,71.2096,72,0
2020 10 30 18:28:44,296,221,251,267,210,220,230,240,239,239,239,239,239,42,46,6.475,71.2096,72,0
2020 10 30 18:28:49,296,221,251,267,210,220,230,240,239,239,239,239,239,42,46,6.4313,71.1858,72,0
2020 10 30 18:28:54,296,221,251,267,209,220,230,240,239,239,239,239,239,42,46,6.4313,71.2096,72,0
2020 10 30 18:28:59,296,221,251,267,209,220,230,240,239,239,239,239,240,42,46,6.4313,71.2096,72,0
2020 10 30 18:29:04,296,221,251,267,208,220,230,240,239,239,239,239,240,42,46,6.4313,71.1977,72,0
2020 10 30 18:29:09,296,221,251,267,208,220,230,240,239,239,239,239,240,42,46,6.4313,71.1739,72,0
2020 10 30 18:29:14,296,221,251,267,207,220,230,240,239,239,239,239,240,42,46,6.475,71.1977,72,0
2020 10 30 18:29:19,296,221,251,267,207,220,230,240,239,239,239,239,240,42,46,6.475,71.1977,72,0
2020 10 30 18:29:24,296,221,251,267,207,220,230,240,239,239,239,239,240,42,46,6.475,71.1977,72,0
2020 10 30 18:29:29,296,221,251,267,207,220,230,240,239,239,239,240,240,42,46,6.5188,71.1977,72,0
2020 10 30 18:29:34,296,221,251,267,207,220,230,240,239,239,239,240,240,42,46,6.5188,71.2096,72,0
2020 10 30 18:29:39,296,222,251,267,207,220,230,240,239,239,239,240,240,42,46,6.5625,71.2096,72,0
2020 10 30 18:29:44,296,221,251,267,207,220,230,240,239,239,239,240,240,42,46,6.5625,71.2096,72,0
2020 10 30 18:29:49,296,222,252,267,207,220,230,240,239,239,240,240,240,42,46,6.5625,71.1739,72,0
2020 10 30 18:29:54,296,222,252,267,207,220,230,240,239,239,240,240,240,42,46,6.5625,71.2096,72,0
2020 10 30 18:29:59,296,222,252,267,207,220,230,240,239,239,240,240,240,42,46,6.5625,71.2215,72,0
2020 10 30 18:30:04,296,222,252,267,207,220,230,240,239,240,240,240,240,42,46,6.5188,71.1977,72,0
2020 10 30 18:30:09,296,222,252,267,207,220,230,240,240,240,240,240,240,42,46,6.475,71.1977,72,0
2020 10 30 18:30:14,296,222,252,267,207,220,230,240,240,240,240,240,240,42,46,6.475,71.2096,72,0
2020 10 30 18:30:19,296,222,252,267,208,220,230,240,240,240,239,240,240,42,46,6.475,71.2096,72,0
2020 10 30 18:30:24,296,222,251,267,208,220,230,240,239,240,239,240,240,42,46,6.4313,71.1739,72,0
2020 10 30 18:30:29,296,222,251,267,208,220,230,240,239,240,240,240,240,42,46,6.4313,71.1739,72,0
2020 10 30 18:30:34,296,222,251,267,209,220,230,240,239,240,240,239,240,42,46,6.4313,71.2215,72,0
2020 10 30 18:30:39,296,222,251,267,209,220,230,240,239,240,240,239,240,42,46,6.4313,71.2096,72,0
2020 10 30 18:30:44,296,222,251,267,210,220,229,240,239,240,240,240,240,42,46,6.4313,71.1977,72,0
2020 10 30 18:30:49,296,222,251,267,210,220,230,240,239,240,240,240,240,42,46,6.475,71.1977,72,0
2020 10 30 18:30:54,296,222,251,267,211,220,230,240,239,240,240,240,239,42,46,6.4313,71.1977,72,0
2020 10 30 18:30:59,296,222,251,267,211,220,229,240,239,240,239,240,239,42,46,6.4313,71.2096,72,0
2020 10 30 18:31:04,296,222,251,267,211,220,229,240,239,240,240,239,239,42,46,6.3875,71.1739,72,0
2020 10 30 18:31:09,296,222,251,267,211,220,230,240,239,240,239,239,239,42,46,6.3875,71.2096,72,0
2020 10 30 18:31:14,296,222,251,267,211,220,230,240,239,240,240,239,239,42,46,6.3875,71.2096,72,0
2020 10 30 18:31:19,296,222,251,267,211,220,230,240,239,240,239,239,239,42,46,6.4313,71.1739,72,0
2020 10 30 18:31:24,296,222,251,267,211,220,230,240,239,240,240,239,239,42,46,6.4313,71.1739,72,0
2020 10 30 18:31:29,296,222,251,267,211,220,230,240,239,240,239,239,239,42,46,13.5188,71.1977,72,0
2020 10 30 18:31:34,296,222,251,267,211,220,230,240,240,240,239,239,239,42,46,13.5188,71.1858,72,0
2020 10 30 18:31:39,296,222,251,267,211,220,230,240,239,240,239,239,239,42,46,13.475,71.1858,72,0
2020 10 30 18:31:44,296,222,251,267,211,220,230,240,239,240,239,239,239,42,46,13.475,71.2215,72,0
2020 10 30 18:31:49,296,222,251,267,212,220,230,240,240,240,239,239,239,42,46,13.475,71.2096,72,0
2020 10 30 18:31:54,296,221,251,267,212,220,230,240,240,240,239,239,239,42,46,13.475,71.2215,72,0
2020 10 30 18:31:59,296,221,251,267,212,220,230,240,240,240,239,239,239,42,46,6.3875,71.1977,72,0
2020 10 30 18:32:04,296,221,251,267,212,220,230,240,240,240,239,239,239,42,46,6.3875,71.1858,72,0
2020 10 30 18:32:09,296,221,251,267,213,220,230,240,240,240,239,239,239,42,46,6.3438,71.1977,72,0
2020 10 30 18:32:14,296,221,251,267,213,220,230,239,240,240,239,239,239,42,46,6.3438,71.1739,72,0
2020 10 30 18:32:19,296,221,251,267,213,220,230,240,240,240,239,239,239,42,46,6.3,71.1977,72,0
2020 10 30 18:32:24,296,221,251,267,213,220,230,240,240,240,239,239,239,42,46,6.3,71.2096,72,0
2020 10 30 18:32:29,296,221,251,267,213,220,230,240,240,240,239,239,239,42,46,6.3,71.2096,72,0
2020 10 30 18:32:34,296,221,251,267,213,220,230,239,240,240,239,239,239,42,46,6.2563,71.2096,72,0
2020 10 30 18:32:39,296,221,251,267,213,220,230,239,240,239,239,239,239,42,46,6.2563,71.1977,72,0
2020 10 30 18:32:44,296,221,251,267,213,220,230,239,240,239,239,239,239,42,46,6.2563,71.1977,72,0
2020 10 30 18:32:49,296,221,251,267,213,220,230,239,240,239,239,239,239,42,46,6.2563,71.1977,72,0
2020 10 30 18:32:54,296,221,251,267,213,220,230,240,240,239,240,239,240,42,46,6.2563,71.1977,72,0
2020 10 30 18:32:59,296,221,251,267,213,220,230,239,240,239,239,239,240,42,46,6.2563,71.2215,72,0
2020 10 30 18:33:04,296,221,251,267,212,220,230,240,240,239,240,240,240,42,46,6.2563,71.1739,72,0
2020 10 30 18:33:09,296,221,251,267,212,220,230,239,240,239,239,240,240,42,46,6.2125,71.2096,72,0
2020 10 30 18:33:14,296,221,251,267,212,220,230,239,240,239,240,240,240,42,46,6.1688,71.1977,72,0
2020 10 30 18:33:19,296,221,251,267,212,220,230,239,240,239,239,239,240,42,46,6.1688,71.1858,72,0
2020 10 30 18:33:24,296,221,251,267,212,220,230,239,240,239,240,239,240,42,46,6.125,71.1977,72,0
2020 10 30 18:33:29,296,221,251,267,212,220,229,239,240,239,240,239,240,42,46,6.1688,71.1977,72,0
2020 10 30 18:33:34,296,221,251,267,212,220,229,239,240,239,240,239,240,42,46,6.1688,71.1977,72,0
2020 10 30 18:33:39,296,221,251,267,212,220,229,239,240,239,240,240,240,42,46,6.1688,71.2096,72,0
2020 10 30 18:33:44,296,221,251,267,212,220,229,239,240,239,240,239,240,42,46,6.1688,71.1977,72,0
2020 10 30 18:33:49,296,221,251,267,212,220,229,239,240,239,240,239,240,42,46,6.2125,71.2096,72,0
2020 10 30 18:33:54,296,221,251,267,212,220,229,239,240,239,240,240,240,42,46,6.1688,71.1977,72,0
2020 10 30 18:33:59,296,221,252,267,212,220,229,239,240,239,240,240,240,42,46,6.1688,71.2096,72,0
2020 10 30 18:34:04,296,221,252,267,212,220,229,239,240,239,240,240,240,42,46,6.1688,71.2215,72,0
2020 10 30 18:34:09,296,221,252,267,212,220,229,239,240,239,240,240,240,42,46,6.1688,71.1977,72,0
2020 10 30 18:34:14,296,221,252,267,212,220,229,239,240,239,240,240,240,42,46,6.1688,71.2096,72,0
2020 10 30 18:34:19,296,221,252,267,212,220,229,239,240,239,240,240,240,42,46,6.1688,71.1977,72,0
2020 10 30 18:34:24,296,221,252,267,212,220,229,239,240,239,240,240,240,42,46,6.1688,71.2215,72,0
2020 10 30 18:34:29,296,221,252,267,212,220,229,239,240,240,240,240,240,42,46,6.2125,71.1977,72,0
2020 10 30 18:34:34,296,221,252,267,212,220,229,239,240,240,240,240,240,42,46,6.1688,71.2215,72,0
2020 10 30 18:34:39,296,221,252,267,212,220,229,239,240,240,240,240,240,42,46,6.2125,71.1977,72,0
2020 10 30 18:34:44,296,221,252,267,212,220,229,239,240,240,240,240,240,42,46,6.1688,71.1858,72,0
2020 10 30 18:34:49,296,221,252,267,212,220,229,239,240,240,240,240,240,42,46,6.1688,71.1858,72,0
2020 10 30 18:34:54,296,221,252,267,212,220,229,239,240,240,240,240,240,42,46,6.1688,71.2096,72,0
2020 10 30 18:34:59,296,221,252,267,212,220,229,239,240,240,240,240,240,42,46,6.125,71.1977,72,0
2020 10 30 18:35:04,296,221,252,267,212,220,229,239,240,240,240,240,240,42,46,6.1688,71.2096,72,0
2020 10 30 18:35:09,296,221,252,267,212,220,229,239,240,240,240,240,240,42,46,6.125,71.1858,72,0
2020 10 30 18:35:14,296,221,252,267,211,220,229,239,240,240,240,240,240,42,46,6.125,71.1977,72,0
2020 10 30 18:35:19,296,221,252,267,211,220,229,239,240,240,240,240,240,42,46,6.125,71.2096,72,0
2020 10 30 18:35:24,296,221,252,267,211,220,229,239,240,240,240,240,240,42,46,6.125,71.1977,72,0
2020 10 30 18:35:29,296,221,252,267,211,220,229,239,240,240,240,240,240,42,46,6.125,71.2215,72,0
2020 10 30 18:35:34,296,221,252,267,211,220,229,239,240,239,240,240,240,42,46,6.125,71.1858,72,0
2020 10 30 18:35:39,296,221,252,267,211,220,229,239,239,240,240,240,240,42,46,6.0813,71.1858,72,0
2020 10 30 18:35:44,296,221,252,267,211,219,229,239,239,239,240,240,240,42,46,6.0375,71.1977,72,0
2020 10 30 18:35:49,296,221,252,267,210,220,229,239,239,239,240,240,240,42,46,5.9938,71.2096,72,0
2020 10 30 18:35:54,296,221,252,267,210,219,229,239,239,239,240,240,240,42,46,5.9938,71.2096,72,0
2020 10 30 18:35:59,296,221,252,267,210,219,229,239,239,239,240,240,240,42,46,5.9938,71.1858,72,0
2020 10 30 18:36:04,296,221,252,267,210,220,229,239,239,239,240,240,240,42,46,5.95,71.1977,72,0
2020 10 30 18:36:09,296,221,252,267,209,219,229,239,239,239,240,240,240,42,46,5.95,71.1977,72,0
2020 10 30 18:36:14,296,221,252,267,209,219,229,239,239,239,240,240,239,42,46,5.9063,71.2096,72,0
2020 10 30 18:36:19,296,221,252,267,208,219,229,239,239,239,240,240,240,42,46,5.9063,71.1977,72,0
2020 10 30 18:36:24,296,221,252,267,208,219,229,239,239,239,240,240,240,42,46,5.8625,71.2096,72,0
2020 10 30 18:36:29,296,221,252,267,208,219,229,239,239,239,240,240,239,42,46,5.8188,71.2215,72,0
2020 10 30 18:36:34,296,221,252,267,208,219,229,239,239,239,240,240,239,42,46,5.775,71.2215,72,0
2020 10 30 18:36:39,296,221,252,267,208,219,229,239,239,239,240,240,239,42,46,5.7313,71.1977,72,0
2020 10 30 18:36:44,296,221,252,267,208,219,229,239,239,239,240,240,239,42,46,5.6875,71.2096,72,0
2020 10 30 18:36:49,296,221,252,267,208,219,229,239,239,239,240,240,239,42,46,5.6438,71.2096,72,0
2020 10 30 18:36:54,296,221,252,267,208,219,229,239,239,239,240,240,239,42,46,5.6438,71.1858,72,0
2020 10 30 18:36:59,296,221,252,267,208,219,229,239,239,239,240,240,239,42,46,5.6438,71.2215,72,0
2020 10 30 18:37:04,296,221,252,267,208,219,229,239,239,239,240,240,239,42,46,5.6438,71.1858,72,0
2020 10 30 18:37:09,296,221,252,267,208,219,229,239,240,239,240,240,239,42,46,5.6438,71.1739,72,0
2020 10 30 18:37:14,296,221,252,267,208,219,229,239,239,239,240,240,239,42,46,5.6438,71.2096,72,0
2020 10 30 18:37:19,296,221,252,267,208,219,229,239,239,239,240,240,239,42,46,5.6438,71.2215,72,0
2020 10 30 18:37:24,296,221,252,267,208,219,229,239,239,239,240,239,239,42,46,5.6438,71.1739,72,0
2020 10 30 18:37:29,296,221,251,267,208,219,229,239,239,239,240,239,239,42,46,5.6438,71.2096,72,0
2020 10 30 18:37:34,296,221,252,267,208,219,229,239,239,239,240,239,239,42,46,5.6438,71.2096,72,0
2020 10 30 18:37:39,296,221,252,267,207,219,229,239,239,239,240,240,239,42,46,5.6438,71.1977,72,0
2020 10 30 18:37:44,296,221,252,267,207,219,229,239,239,239,239,240,239,42,46,5.6438,71.1977,72,0
2020 10 30 18:37:49,296,221,252,267,207,219,229,239,239,239,240,239,239,42,46,5.6875,71.1977,72,0
2020 10 30 18:37:54,296,221,252,267,207,219,229,239,239,239,239,239,239,42,46,5.6875,71.2215,72,0
2020 10 30 18:37:59,296,221,252,267,206,219,229,239,239,239,240,239,239,42,46,5.6875,71.2215,72,0
2020 10 30 18:38:04,296,221,252,267,206,219,229,239,239,239,239,239,239,42,46,5.6875,71.1977,72,0
2020 10 30 18:38:09,296,221,252,267,206,219,229,239,239,239,240,240,239,42,46,5.6438,71.2096,72,0
2020 10 30 18:38:14,296,221,252,267,205,219,229,239,239,239,239,240,239,42,46,5.6875,71.2096,72,0
2020 10 30 18:38:19,296,221,252,267,205,219,229,239,239,239,239,240,239,42,46,5.6875,71.1858,72,0
2020 10 30 18:38:24,296,221,252,267,205,219,229,239,240,239,240,239,239,42,46,5.7313,71.2215,72,0
2020 10 30 18:38:29,296,221,252,267,205,219,229,239,240,239,240,239,239,42,46,5.7313,71.2215,72,0
2020 10 30 18:38:34,296,221,252,267,205,219,229,239,240,239,240,239,239,42,46,5.775,71.1739,72,0
2020 10 30 18:38:39,296,221,252,267,205,219,229,239,240,239,240,239,239,42,46,5.775,71.2334,72,0
2020 10 30 18:38:44,296,221,252,267,205,219,229,239,240,239,239,239,239,42,46,5.775,71.1977,72,0
2020 10 30 18:38:49,296,221,252,267,205,219,229,239,240,239,240,239,239,42,46,5.8188,71.162,72,0
2020 10 30 18:38:54,296,221,252,267,206,219,230,239,240,239,239,239,239,42,46,5.8188,71.2096,72,0
2020 10 30 18:38:59,296,221,252,267,206,219,230,239,240,240,239,239,239,42,46,5.8188,71.2096,72,0
2020 10 30 18:39:04,296,221,252,267,206,219,230,239,240,240,239,239,239,42,46,5.8188,71.1977,72,0
2020 10 30 18:39:09,296,221,252,267,206,219,230,239,240,240,239,239,239,42,46,5.8188,71.1858,72,0
2020 10 30 18:39:14,296,221,252,267,206,219,230,240,240,240,239,239,239,42,46,5.8188,71.2215,72,0
2020 10 30 18:39:19,296,221,252,267,206,219,230,239,240,240,239,239,239,42,46,5.8188,71.1739,72,0
2020 10 30 18:39:24,296,221,252,267,207,219,230,240,240,240,240,239,239,42,46,5.775,71.2215,72,0
2020 10 30 18:39:29,296,221,252,267,207,219,230,240,240,240,239,239,239,42,46,5.7313,71.2096,72,0
2020 10 30 18:39:34,296,221,252,267,207,219,230,240,240,240,239,239,239,42,46,5.7313,71.2096,72,0
2020 10 30 18:39:39,296,221,252,267,207,219,230,240,240,240,239,239,239,42,46,5.7313,71.2215,72,0
2020 10 30 18:39:44,296,221,252,267,207,219,230,240,240,240,239,239,239,42,46,5.7313,71.2096,72,0
2020 10 30 18:39:49,296,221,252,267,208,219,230,240,240,240,239,239,239,42,46,5.7313,71.2096,72,0
2020 10 30 18:39:54,296,221,252,267,208,220,230,240,240,240,239,239,239,42,46,5.775,71.2096,72,0
2020 10 30 18:39:59,296,221,252,267,208,219,230,240,240,240,239,239,239,42,46,5.775,71.1977,72,0
2020 10 30 18:40:04,296,221,252,267,208,219,230,240,240,240,239,239,239,42,46,5.7313,71.1858,72,0
2020 10 30 18:40:09,296,221,252,267,208,219,230,240,240,240,239,239,239,42,46,5.7313,71.1858,72,0
2020 10 30 18:40:14,296,221,252,267,209,219,230,240,239,240,239,239,239,42,46,5.6875,71.1739,72,0
